"extensionAttribute9","Name","OperatingSystemVersion","OperatingSystem","lastlogondate","whencreated","enabled","distinguishedName"
,"FBKYKN3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:52:27","26/10/2022 12:50:03","True","CN=FBKYKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"6RRV9Y3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 14:10:04","5/10/2023 15:33:49","True","CN=6RRV9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"3CDLKN3","10.0 (22631)","Windows 11 Pro","9/1/2026 14:13:11","28/7/2023 9:10:49","True","CN=3CDLKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"336H334","10.0 (22631)","Windows 11 Enterprise","12/1/2026 13:42:09","14/6/2024 9:27:21","True","CN=336H334,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1DZM2T3","10.0 (22631)","Windows 11 Enterprise","14/1/2026 11:42:45","21/3/2024 9:52:26","True","CN=1DZM2T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"2VFW1T3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 11:05:59","1/12/2023 9:45:06","True","CN=2VFW1T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"G1YQ8F4","10.0 (26100)","Windows 11 Enterprise","15/1/2026 11:46:46","24/10/2025 11:35:00","True","CN=G1YQ8F4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"GY5F9Y3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:33:28","18/7/2023 15:19:02","True","CN=GY5F9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"CXJZ9Y3","10.0 (22631)","Windows 11 Enterprise","7/1/2026 23:31:37","10/1/2024 11:30:05","True","CN=CXJZ9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
"HKKWN200","6CR650W8L9","10.0 (19045)","Windows 10 Enterprise","31/10/2025 16:46:16","22/7/2020 15:31:06","False","CN=6CR650W8L9,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"465TBC4","10.0 (26100)","Windows 11 Enterprise","8/1/2026 9:10:26","2/10/2025 16:13:20","True","CN=465TBC4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"JRKZKN3","10.0 (22631)","Windows 11 Enterprise","9/12/2025 9:21:00","28/7/2023 9:12:48","False","CN=JRKZKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1D8DTQ3","10.0 (22631)","Windows 11 Enterprise","9/1/2026 9:37:49","26/7/2022 15:58:09","True","CN=1D8DTQ3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"3ML8JG4","10.0 (26100)","Windows 11 Enterprise","6/1/2026 7:59:12","15/12/2025 9:45:09","True","CN=3ML8JG4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"7PPP3T3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 16:45:03","4/10/2023 15:00:18","True","CN=7PPP3T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"2YDLTQ3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:10:41","25/8/2022 13:09:04","True","CN=2YDLTQ3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"93Z63T3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 8:48:19","29/5/2024 16:14:21","True","CN=93Z63T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"26ZYKN3","10.0 (22631)","Windows 11 Enterprise","14/1/2026 22:08:08","26/1/2023 9:57:11","True","CN=26ZYKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"69HK9Y3","10.0 (26100)","Windows 11 Enterprise","8/1/2026 8:47:05","4/8/2025 17:07:53","True","CN=69HK9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"FF50R14","10.0 (22631)","Windows 11 Enterprise","7/1/2026 12:09:30","21/2/2024 10:57:24","True","CN=FF50R14,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"89VK9Y3","10.0 (22631)","Windows 11 Enterprise","14/1/2026 16:49:12","19/7/2023 9:10:09","True","CN=89VK9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"BMWDK34","10.0 (22631)","Windows 11 Enterprise","3/11/2025 10:31:30","30/5/2024 12:10:20","True","CN=BMWDK34,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"CV4B6M3","10.0 (22631)","Windows 11 Enterprise","2/12/2025 16:27:52","19/7/2023 11:35:00","True","CN=CV4B6M3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"4JJL3T3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 8:47:16","9/2/2023 14:03:34","True","CN=4JJL3T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"3BG31T3","10.0 (22631)","Windows 11 Enterprise","10/1/2026 16:24:32","28/7/2023 9:12:44","True","CN=3BG31T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"HPCDK34","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:26:20","13/6/2024 12:11:30","True","CN=HPCDK34,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"9CS2VF4","10.0 (26100)","Windows 11 Enterprise","8/1/2026 9:23:18","7/11/2025 10:16:38","True","CN=9CS2VF4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"JBX0WB4","10.0 (26100)","Windows 11 Enterprise","17/11/2025 9:33:45","4/7/2025 14:02:31","False","CN=JBX0WB4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"9CDF9Y3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:43:55","28/8/2024 9:52:27","True","CN=9CDF9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"9DLYV64","10.0 (26100)","Windows 11 Enterprise","14/1/2026 10:38:24","14/1/2026 10:17:43","True","CN=9DLYV64,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"cbcj3f3","10.0 (22631)","Windows 11 Enterprise","15/1/2026 10:15:37","30/9/2021 17:17:02","True","CN=cbcj3f3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"FPPG334","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:40:23","14/6/2024 9:29:15","True","CN=FPPG334,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"G8X0WB4","10.0 (26100)","Windows 11 Enterprise","12/1/2026 9:06:30","3/7/2025 12:11:06","True","CN=G8X0WB4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"9L50R14","10.0 (22631)","Windows 11 Enterprise","8/1/2026 10:14:22","21/2/2024 11:02:08","True","CN=9L50R14,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1YJGW44","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:40:56","5/11/2024 10:41:31","True","CN=1YJGW44,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"JM1DQF4","10.0 (26100)","Windows 11 Enterprise","7/1/2026 17:41:23","3/11/2025 17:05:52","True","CN=JM1DQF4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"84DSHR3","10.0 (22631)","Windows 11 Enterprise","11/1/2026 22:39:02","17/1/2024 15:20:39","True","CN=84DSHR3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"F22LKN3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 15:17:43","10/10/2022 13:09:07","True","CN=F22LKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"2KMGC54","10.0 (22631)","Windows 11 Enterprise","9/1/2026 12:22:00","21/1/2025 16:51:34","True","CN=2KMGC54,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"96WDK34","10.0 (22631)","Windows 11 Enterprise","15/1/2026 9:20:59","30/5/2024 12:12:59","True","CN=96WDK34,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"7KH0LN3","10.0 (22631)","Windows 11 Enterprise","15/1/2026 8:53:01","12/6/2023 13:00:01","True","CN=7KH0LN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"GP71ZC4","10.0 (26200)","Windows 11 Enterprise","12/1/2026 12:33:52","30/12/2025 10:23:10","True","CN=GP71ZC4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"DDJZKN3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:45:08","13/9/2022 15:37:49","True","CN=DDJZKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"897P2T3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 10:48:47","4/4/2023 11:08:22","True","CN=897P2T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1J5JKN3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 8:59:31","14/1/2025 9:59:21","True","CN=1J5JKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"8L831T3","10.0 (22631)","Windows 11 Enterprise","9/1/2026 10:24:11","28/10/2022 10:38:27","True","CN=8L831T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"JCJZKN3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 10:06:27","20/12/2022 15:32:39","True","CN=JCJZKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"FRTYKN3","10.0 (26100)","Windows 11 Enterprise","1/12/2025 9:46:49","20/5/2025 13:00:30","True","CN=FRTYKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"4QYLTQ3","10.0 (22631)","Windows 11 Enterprise","6/1/2026 9:45:46","26/7/2022 9:49:21","True","CN=4QYLTQ3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"CWFW1T3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 16:32:53","21/6/2024 14:31:03","True","CN=CWFW1T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"G42M3T3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:38:46","28/8/2024 9:53:53","True","CN=G42M3T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"GF6FK34","10.0 (22631)","Windows 11 Enterprise","7/1/2026 10:52:06","4/9/2024 14:02:40","True","CN=GF6FK34,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"DQJZ9Y3","10.0 (26100)","Windows 11 Enterprise","12/1/2026 9:41:56","21/11/2025 13:52:13","True","CN=DQJZ9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"50K9524","10.0 (22631)","Windows 11 Enterprise","22/12/2025 9:17:10","22/8/2024 10:21:36","False","CN=50K9524,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"F8Z63T3","10.0 (22631)","Windows 11 Enterprise","23/12/2025 13:57:47","1/6/2023 10:44:31","True","CN=F8Z63T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"G9P0LN3","10.0 (22631)","Windows 11 Enterprise","6/1/2026 12:53:56","1/3/2023 13:13:32","True","CN=G9P0LN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"7JPLKN3","10.0 (22631)","Windows 11 Enterprise","9/1/2026 9:27:27","26/10/2022 12:49:26","True","CN=7JPLKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1710S14","10.0 (26100)","Windows 11 Enterprise","10/1/2026 19:33:36","29/9/2025 11:24:36","True","CN=1710S14,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"8FTZKN3","10.0 (22631)","Windows 11 Enterprise","13/1/2026 5:42:45","7/12/2022 9:08:07","True","CN=8FTZKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"341BHW3","10.0 (22631)","Windows 11 Enterprise","6/1/2026 9:31:25","18/4/2023 16:05:34","True","CN=341BHW3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1KYLTQ3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:04:53","26/7/2022 9:39:57","True","CN=1KYLTQ3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"4NTYKN3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:16:31","28/8/2024 9:54:02","True","CN=4NTYKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"4T2DTQ3","10.0 (22631)","Windows 11 Enterprise","11/12/2025 7:38:52","14/9/2022 13:41:27","True","CN=4T2DTQ3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"29Z63T3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 10:22:32","1/6/2023 10:58:58","True","CN=29Z63T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"3FL9NN3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 7:26:36","9/6/2022 12:04:00","True","CN=3FL9NN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"CFX0WB4","10.0 (26100)","Windows 11 Enterprise","12/1/2026 10:06:40","2/10/2025 13:54:29","True","CN=CFX0WB4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1S831T3","10.0 (22631)","Windows 11 Education","8/1/2026 10:22:10","20/3/2024 10:16:48","True","CN=1S831T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"7S7B9Y3","10.0 (26100)","Windows 11 Enterprise","15/1/2026 10:44:27","12/8/2025 12:20:02","True","CN=7S7B9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"G7BXV64","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:15:57","20/1/2025 15:34:38","True","CN=G7BXV64,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"F20T8F4","10.0 (26100)","Windows 11 Enterprise","8/1/2026 16:58:03","23/10/2025 13:51:02","True","CN=F20T8F4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"9HK0DY3","10.0 (26100)","Windows 11 Enterprise","15/1/2026 8:38:56","20/8/2025 17:30:44","True","CN=9HK0DY3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"3WFW1T3","10.0 (26100)","Windows 11 Enterprise","29/12/2025 14:34:50","26/9/2023 12:29:09","True","CN=3WFW1T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"5KNNKR3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:13:40","21/2/2023 11:02:56","True","CN=5KNNKR3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"3PPP3T3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:35:02","18/6/2024 15:02:31","True","CN=3PPP3T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"9RLTZF4","10.0 (26100)","Windows 11 Enterprise","7/1/2026 10:24:12","27/11/2025 14:03:19","True","CN=9RLTZF4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"C3BYMF3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 19:31:53","23/6/2022 15:30:06","True","CN=C3BYMF3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"3QJQKN3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:45:04","18/7/2022 11:58:21","True","CN=3QJQKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"80QQ2T3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:39:00","11/1/2023 13:52:13","True","CN=80QQ2T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"509QMN3","10.0 (22631)","Windows 11 Enterprise","26/11/2025 14:20:24","25/5/2022 10:16:29","True","CN=509QMN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"JBZYKN3","10.0 (22631)","Windows 11 Enterprise","7/1/2026 14:00:13","1/12/2022 12:27:57","True","CN=JBZYKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"2DQQKN3","10.0 (22631)","Windows 11 Enterprise","6/1/2026 18:36:20","18/6/2024 15:02:25","True","CN=2DQQKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1VRX2M3","10.0 (22631)","Windows 11 Enterprise","9/1/2026 10:58:00","4/4/2022 11:46:12","True","CN=1VRX2M3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"98ZYKN3","10.0 (22631)","Windows 11 Enterprise","9/1/2026 11:45:22","7/12/2022 9:14:20","True","CN=98ZYKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"5Z5F9Y3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:56:49","18/7/2023 13:05:20","True","CN=5Z5F9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"CVMJTQ3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 8:55:14","26/6/2024 17:14:01","True","CN=CVMJTQ3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"8GVYLN3","10.0 (22631)","Windows 11 Enterprise","15/1/2026 9:34:59","13/5/2022 12:30:16","True","CN=8GVYLN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"8FLPMN3","10.0 (22631)","Windows 11 Enterprise","4/12/2025 12:10:14","25/5/2022 10:29:43","True","CN=8FLPMN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"GHBYKN3","10.0 (22631)","Windows 11 Enterprise","9/1/2026 9:20:26","25/11/2022 10:41:27","True","CN=GHBYKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"2491LR3","10.0 (22631)","Windows 11 Enterprise","8/12/2025 13:34:36","20/9/2022 15:23:03","True","CN=2491LR3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"5HFV6D3","10.0 (22631)","Windows 11 Enterprise","27/11/2025 20:54:23","26/9/2023 14:01:15","True","CN=5HFV6D3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
"HKKWN200","J8YGS73","10.0 (22631)","Windows 11 Enterprise","3/11/2025 8:23:50","9/12/2020 13:20:03","True","CN=J8YGS73,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"J10Y2M3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 7:53:01","4/4/2022 11:52:56","True","CN=J10Y2M3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"FJ5JSV3","10.0 (26100)","Windows 11 Enterprise","12/1/2026 10:12:22","19/9/2025 10:24:46","True","CN=FJ5JSV3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"C30T8F4","10.0 (26100)","Windows 11 Enterprise","7/1/2026 22:00:55","3/11/2025 15:21:29","True","CN=C30T8F4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"6YKQPN3","10.0 (22631)","Windows 11 Enterprise","24/12/2025 4:05:14","26/9/2023 10:48:18","True","CN=6YKQPN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"9X37BY3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:44:03","30/8/2023 11:16:45","True","CN=9X37BY3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"B0J79Y3","10.0 (22631)","Windows 11 Enterprise","9/1/2026 9:54:28","18/7/2023 13:00:03","True","CN=B0J79Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"JM581F3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:20:56","15/11/2021 10:11:05","True","CN=JM581F3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"13SVHC4","10.0 (26200)","Windows 11 Enterprise","10/1/2026 16:04:45","11/9/2025 10:50:34","True","CN=13SVHC4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"6NPN2T3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:28:04","29/3/2023 10:50:12","True","CN=6NPN2T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"HFQQKN3","10.0 (22631)","Windows 11 Enterprise","15/1/2026 10:20:05","25/11/2022 10:45:13","True","CN=HFQQKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"12R0DY3","10.0 (22631)","Windows 11 Enterprise","9/1/2026 16:01:09","12/10/2023 13:15:43","True","CN=12R0DY3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"75H1CY3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 13:54:29","2/8/2024 9:39:53","True","CN=75H1CY3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"7ZYGV44","10.0 (22631)","Windows 11 Enterprise","8/1/2026 8:15:04","8/11/2024 9:04:31","True","CN=7ZYGV44,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"4QNYKN3","10.0 (22631)","Windows 11 Enterprise","6/1/2026 11:48:40","14/1/2025 10:06:06","True","CN=4QNYKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"JQ5JKN3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 10:06:52","5/11/2024 17:40:07","True","CN=JQ5JKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"JZ47QV3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:49:24","5/7/2023 11:04:16","True","CN=JZ47QV3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"6Z2Q2T3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 8:36:57","29/3/2023 10:50:45","True","CN=6Z2Q2T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"7DCTSQ3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:58:28","29/5/2023 9:35:33","True","CN=7DCTSQ3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"9NN71F3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:32:21","15/11/2021 10:11:44","True","CN=9NN71F3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"CZ11DY3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 10:05:07","12/10/2023 15:11:00","True","CN=CZ11DY3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"6VD0RV3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:32:48","3/5/2023 9:29:32","True","CN=6VD0RV3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"4LJWPN3","10.0 (22631)","Windows 11 Enterprise","20/11/2025 9:59:35","8/6/2022 10:45:50","True","CN=4LJWPN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"H051DY3","10.0 (26100)","Windows 11 Enterprise","12/1/2026 10:27:22","12/10/2023 15:14:26","True","CN=H051DY3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"GDV7BY3","10.0 (22631)","Windows 11 Enterprise","17/12/2025 9:27:29","24/9/2024 9:44:02","True","CN=GDV7BY3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
