"extensionAttribute9","sAMAccountName","mail","cn","managedBy","description","displayName","groupType","whenCreated"
"HKKWN200","HK - Project - J2490 - CS","HK-Project-J2490-CS@WSPGroup.com","HK - Project - J2490 - CS",,,"HK - Project - J2490 - CS","8","21/10/2016 19:05:59"
"HKKWN200","CN - Project - J20984 - CS(Ren Xin Hui Complex)","WSPJ20984CS@WSPGroup.com.cn","CN - Project - J20984 - CS(Ren Xin Hui Complex)",,,"CN - Project - J20984 - CS(Ren Xin Hui Complex)","8","21/10/2016 18:59:32"
"HKKWN200","HK MEP 1 - SPM","HK_MEP_1-SPM@wsp.com","HK MEP 1 - SPM","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK MEP 1 - SPM","HK MEP 1 - SPM","8","9/1/2018 15:13:58"
"HKKWN200","Asia-HKG-2520098A","Asia-HKG-2520098A@pbworld.com","Asia-HKG-2520098A","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"Asia-HKG-2520098A","8","26/10/2011 15:23:11"
"HKKWN200","DB-ASD-Area67-TKO","DB-ASD-Area67-TKO@wsp.com","DB-ASD-Area67-TKO",,"DB-ASD-Area67-TKO","DB-ASD-Area67-TKO","8","15/7/2019 15:54:23"
"HKKWN200","ASIA-HKG-PB-TKO-7F","ASIA-HKG-PB-TKO-7F@pbworld.com","ASIA-HKG-PB-TKO-7F","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","ASIA-HKG-PB-TKO-7F","ASIA-HKG-PB-TKO-7F","8","7/7/2017 11:22:18"
"HKKWN200","WSPHK-HKTEMPLE","WSPHK-HKTEMPLE@wsp.com","WSPHK-HKTEMPLE","CN=Lam\, Cusson (lam.cusson),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","Hong Kong","WSPHK-HKTEMPLE","8","28/8/2017 15:24:32"
"HKKWN200","HK - Project - 2539508A - BS (AST-WKCD)","WSP2539508ABS@wsp.com","HK - Project - 2539508A - BS (AST-WKCD)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - 2539508A - BS (AST-WKCD)","8","16/1/2024 9:59:18"
"HKKWN200","HK - Project - J3109 - CS(324-330A Lockhart Rd)","WSPJ3109CS@WSPGroup.com.hk","HK - Project - J3109 - CS(324-330A Lockhart Rd)",,,"HK - Project - J3109 - CS(324-330A Lockhart Rd)","8","21/10/2016 19:11:15"
"HKKWN200","HK - Project - J2817 - CS(Golden Villa)","WSPJ2817CS@WSPGroup.com.hk","HK - Project - J2817 - CS(Golden Villa)",,,"HK - Project - J2817 - CS(Golden Villa)","8","21/10/2016 19:08:31"
"HKKWN200","HK - Project - J2410 - CS","HK-Project-J2410-CS@WSPGroup.com","HK - Project - J2410 - CS",,,"HK - Project - J2410 - CS","8","21/10/2016 19:05:23"
"HKKWN200","WSP-CSG-KTCD-1-604058825","WSP-CSG-KTCD@wsp.com","WSP-CSG-KTCD",,,"WSP-CSG-KTCD","8","20/7/2021 9:24:55"
"HKKWN200","WSP-MEP-HSITP-Batches-1b1c","WSP-MEP-HSITP-Batches-1b1c@wsp.com","WSP-MEP-HSITP-Batches-1b1c","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-MEP-HSITP-Batches-1b1c","8","24/1/2024 14:05:07"
"HKKWN200","WSP-WPIST-ELV","WSP-WPIST-ELV@wsp.com","WSP-WPIST-ELV","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-WPIST-ELV","8","27/5/2024 23:00:08"
"HKKWN200","WSPCSG-LPH-SSM520","WSPCSG-LPH-SSM520@wsp.com","WSPCSG-LPH-SSM520","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","SCTASK0615472","WSPCSG-LPH-SSM520","8","22/9/2023 6:43:53"
"HKKWN200","Asia-PB-HKG-HKSTP-ProjA-BSC","Asia-PB-HKG-HKSTP-ProjA-BSC@pbworld.com","Asia-PB-HKG-HKSTP-ProjA-BSC",,"Asia-PB-HKG-HKSTP-ProjA-BSC","Asia-PB-HKG-HKSTP-ProjA-BSC","8","9/12/2016 14:45:49"
"HKKWN200","HK - Project - WH50206A(QS)","WH50206A-QS@wspgroup.com.hk","HK - Project - WH50206A(QS)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - WH50206A(QS)","8","21/10/2016 19:13:15"
"HKKWN200","CN - Project - J20787 - EM(EXPO Hotel)","WSPJ20787EM@WSPGroup.com.cn","CN - Project - J20787 - EM(EXPO Hotel)",,,"CN - Project - J20787 - EM(EXPO Hotel)","8","21/10/2016 18:58:36"
"HKKWN200","HK - Project - J2729 - CS (Apple Store at Canton Road)","WSPJ2729CS@WSPGroup.com.hk","HK - Project - J2729 - CS (Apple Store at Canton Road)",,,"HK - Project - J2729 - CS (Apple Store at Canton Road)","8","21/10/2016 19:07:42"
"HKKWN200","CN - Project - WP63061A","WP63061A@wspgroup.com.cn","CN - Project - WP63061A",,"CN - Project - WP63061A","CN - Project - WP63061A","8","16/12/2016 17:17:49"
"HKKWN200","PBA_Hangzhou Metro","PBA_HangzhouMetro@pbworld.com","PBA_Hangzhou Metro",,"PBA_Hangzhou Metro","PBA_Hangzhou Metro","4","9/8/2006 9:12:57"
"HKKWN200","GDS-HK1-WSP-MEP","GDS-HK1-WSP-MEP@wsp.com","GDS-HK1-WSP-MEP","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","SCTASK0018064","GDS-HK1-WSP-MEP","8","18/8/2022 8:58:24"
"HKKWN200","China SHEQ Management Committee","ChinaSHEQManagementCommittee@wsp.com","China SHEQ Management Committee","CN=Ng\, Kit (ng.kit),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"China SHEQ Management Committee","8","8/4/2013 11:06:38"
"HKKWN200","EMSD-CHILLER-PM","EMSD-CHILLER-PM@wsp.com","EMSD-CHILLER-PM","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","EMSD-CHILLER-PM","EMSD-CHILLER-PM","8","18/4/2018 13:39:58"
"HKKWN200","WSPSTR-TP241-TREEFP","WSPSTR-TP241-TREEFP@wsp.com","WSPSTR-TP241-TREEFP","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","SCTASK0160055","WSPSTR-TP241-TREEFP","8","17/11/2022 16:53:37"
"HKKWN200","PB-Saipan-Garapan-MEP","PB-Saipan-Garapan-MEP@pbworld.com","PB-Saipan-Garapan-MEP","CN=Mak\, Kelly (mak.kelly),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PB-Saipan-Garapan-MEP","8","3/3/2015 8:56:20"
"HKKWN200","PB-MEP-CMI2FAA","PB-MEP-CMI2FAA@pbworld.com","PB-MEP-CMI2FAA","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","Project No. 2520204B","PB-MEP-CMI2FAA","8","3/8/2016 9:37:17"
"HKKWN200","HK - Project - WH50285A - BS(Ping Lan St)HK - Project - WH50285A - BS(Ping Lan St)","wspWH50285ABS@wsp.com","HK - Project - WH50285A - BS(Ping Lan St)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK - Project - WH50285A - BS(Ping Lan St)","HK - Project - WH50285A - BS(Ping Lan St)","8","24/9/2019 11:49:29"
"HKKWN200","HK - Project - J2333 - EM - ASD REG1","WSPJ2333EM.ASD093T1@WSPGroup.com.hk","HK - Project - J2333 - EM - ASD REG1","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2333 - EM - ASD REG1","8","21/10/2016 19:04:57"
"HKKWN200","CN - Project - J20865 - ZB(Crowne Plaza Hotel)","WSPJ20865ZB@WSPGroup.com.cn","CN - Project - J20865 - ZB(Crowne Plaza Hotel)",,,"CN - Project - J20865 - ZB(Crowne Plaza Hotel)","8","21/10/2016 18:58:46"
"HKKWN200","CN - Project - J20664 - CS - 001(Lushan Project)","WSPJ20664CS001@WSPGroup.com.cn","CN - Project - J20664 - CS - 001(Lushan Project)",,,"CN - Project - J20664 - CS - 001(Lushan Project)","8","21/10/2016 18:57:58"
"HKKWN200","WSP-BS-Tamarext","WSP-BS-TamarExt@wsp.com","WSP-BS-Tamarext","CN=Tin\, Cecilia (tin.cecilia),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-BS-Tamarext","8","24/11/2021 17:35:14"
"HKKWN200","HK MEP 1B - E2","HK_MEP_1B-E2@wsp.com","HK MEP 1B - E2","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK MEP 1B - E2","HK MEP 1A - E2","8","9/1/2018 15:21:13"
"HKKWN200","2503390A-teacup.fit-out","2503390A-teacup.fit-out@wsp.com","2503390A-teacup.fit-out","CN=Tong\, Jenny (tong.jenny),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","Please create new project email and allow internal and external sending:
Members: 
-	Tong, Jenny Choi-Cheng <Jenny.Tong@wsp.com> 
-	Tsang, Stella Yuk-Han <Stella.Tsang@wsp.com>
-	Kwan, Raymond Pak-Sum <Raymond.Kwan@wsp.com> 
-	Yu, Patrick Xu <Patrick.X.Yu@wsp.com>
-	Lam, Kwong-Choi <Kwong-Choi.Lam@wsp.com>
-	Lee, Edmond Chi-Un <Edmond.Lee@wsp.com>
-	Wong, Woody King-Man <Woody.Wong@wsp.com>","2503390A-teacup.fit-out","8","7/11/2023 16:02:44"
"HKKWN200","HK MEP 1D","HK_MEP_1D@wsp.com","HK MEP 1D","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK MEP 1D","HK MEP 1D","8","2/2/2018 8:59:32"
"HKKWN200","HKG-2512188A-CE51","HKG-2512188A-CE51@wsp.com","HKG-2512188A-CE51","CN=Choi\, Winky (Winky.Choi),OU=Disabled Users,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HKG-2512188A-CE51","8","10/5/2019 13:32:18"
"HKKWN200","WSP-NTT-DCT2","WSP-NTT-DCT2@wsp.com","WSP-NTT-DCT2","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","Project No.: 2520116A","WSP-NTT-DCT2","8","10/9/2015 14:21:36"
"HKKWN200","WH67037A-1-1667261212","WH67037A-Vanke_Ocean@wsp.com","WH67037A-Vanke_Ocean","CN=Tsai\, Cary (tsai.cary),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WH67037A-Vanke Ocean","8","23/3/2021 9:28:08"
"HKKWN200","ASIA-HKG-ZZXKBY","ASIA-HKG-ZZXKBY@wsp.com","ASIA-HKG-ZZXKBY",,,"ASIA-HKG-ZZXKBY","8","7/8/2019 14:56:54"
"HKKWN200","CN - Project - J21130 - EZ(Nanjing Suning Plaza)","WSPJ21130EZ@WSPGroup.com.cn","CN - Project - J21130 - EZ(Nanjing Suning Plaza)",,,"CN - Project - J21130 - EZ(Nanjing Suning Plaza)","8","21/10/2016 19:00:10"
"HKKWN200","CN - Project - J21104 - EZ(BBK Changsha)","WSPJ21104EZ@WSPGroup.com.cn","CN - Project - J21104 - EZ(BBK Changsha)",,,"CN - Project - J21104 - EZ(BBK Changsha)","8","21/10/2016 19:00:05"
"HKKWN200","HKG-2513207-MTR-TME-1500","HKG-2513207-MTR-TME-1500@wsp.com","HKG-2513207-MTR-TME-1500","CN=Tang\, Amy (tang.amy),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HKG-2513207-MTR-TME-1500","8","22/1/2024 10:56:55"
"HKKWN200","GRP-HK-2504382A-1-2036544364","GRP-HK-2504382A@wsp.com","GRP-HK-2504382A","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"GRP-HK-2504382A","8","2/9/2021 15:55:44"
"HKKWN200","WSP-CNSH-2911522A-MEP(HEFEI SUNAC CENTER MEP)","WSP-CNSH-2911522A-MEP@wsp.com","WSP-CNSH-2911522A-MEP(HEFEI SUNAC CENTER MEP)",,"WSP-CNSH-2911522A-MEP(HEFEI SUNAC CENTER MEP)","WSP-CNSH-2911522A-MEP(HEFEI SUNAC CENTER MEP)","8","11/4/2018 8:30:16"
,"HK-OSS-SD","HK-OSS-SD@wsp.com","HK-OSS-SD","CN=Wong\, Stanley (Stanley.Wong),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK-OSS-SD","8","24/4/2024 15:02:29"
"HKKWN200","Asia-KR-Staffs-for-EE","Asia-KR-Staffs-for-EE@pbworld.com","Asia-KR-Staffs-for-EE","CN=Fung\, Pat (fung.pat),OU=Disabled Users,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"Asia-KR-Staffs-for-EE","8","20/4/2015 16:04:04"
"HKKWN200","HKG-2513111A","HKG-2513111A@pbworld.com","HKG-2513111A","CN=Yeung\, Joyce (Joyce.Yeung),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HKG-2513111A","HKG-2513111A-HMTP1SR","8","28/6/2017 8:31:14"
"HKKWN200","WSP-PM-NTTFDC1-1-1615075167","WSP-PM-NTTFDC1@wsp.com","WSP-PM-NTT","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-PM-NTT","8","24/6/2021 17:50:01"
"HKKWN200","2502582A-LaiKongStreet","2502582A-LaiKongStreet@wsp.com","2502582A-LaiKongStreet","CN=SVC-GLB-SNItHub-PROD,OU=SVC Users,OU=_Resource Mgmt,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"2502582A-LaiKongStreet","8","14/3/2024 12:54:14"
"HKKWN200","HK - Project - J2103 - CS","WSPJ2103CS@WSPGroup.com.hk","HK - Project - J2103 - CS",,,"HK - Project - J2103 - CS","8","21/10/2016 19:04:23"
"HKKWN200","HK - Project - J3182 - EM(STTL 605)","WSPJ3182EM@WSPGroup.com.hk","HK - Project - J3182 - EM(STTL 605)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J3182 - EM(STTL 605)","8","21/10/2016 19:12:08"
"HKKWN200","CN - Project - J20575 - EZ","WSPJ20575EZ@WSPGroup.com.cn","CN - Project - J20575 - EZ (China East Union International BLN)",,,"CN - Project - J20575 - EZ","8","21/10/2016 18:57:34"
"HKKWN200","WSPCSG-LPH-SSM518","WSPCSG-LPH-SSM518@wsp.com","WSPCSG-LPH-SSM518","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","Please also allow for external Read / Receiving","WSPCSG-LPH-SSM518","8","15/5/2023 11:31:33"
"HKKWN200","WSP-WPIST-CSG","WSP-WPIST-CSG@wsp.com","WSP-WPIST-CSG","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-WPIST-CSG","8","24/5/2024 16:12:50"
"HKKWN200","WSP-STR-15-19-HollywoodRd","WSP-STR-15-19-HollywoodRd@wsp.com","WSP-STR-15-19-HollywoodRd","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-STR-15-19-HollywoodRd","8","17/8/2023 14:32:59"
"HKKWN200","HK-TI-CivilGeoSE","HK-TI-CivilGeoSE@wsp.com","HK-TI-CivilGeoSE",,"Please add the following to the list, thanks.

Frederick.Ng@wsp.com
Vicco.Chan@wsp.com
Alice.Cheng@wsp.com
Andrew.Lau@wsp.com
Ray.SY.Lo@wsp.com
Stella.Ling@wsp.com
David.JP.Wu@wsp.com
Anny.Li@wsp.com
Billy.Ng@wsp.com
Rui.Zhou@wsp.com
Daphne.Lam@wsp.com
Torres.Chan@wsp.com
Keniv.Cheng@wsp.com
Luca.Pappalardo@wsp.com
Braundt.Lau@wsp.com
Gary.Fok@wsp.com
tom.henderson@wsp.com
Amy.Lam@wsp.com
Nelson.Li@wsp.com
Barton.Chang@wsp.com
Chun-Lam.Yau@wsp.com
Sharon.Luo@wsp.com
Ken.Lam1@wsp.com
Ka-Chun.Lai@wsp.com
Steve.Ye@wsp.com
Yuethoi.Law@wsp.com
nick.shirlaw@wsp.com
Siu-Wing.Wong@wsp.com
Tony.Wong@wsp.com
Ka-Shing.Wong1@wsp.com","HK-TI-CivilGeoSE","8","11/4/2023 19:21:02"
"HKKWN200","WSP-MEP-HMB-AUXILIARY","WSP-MEP-HMB-AUXILIARY@wsp.com","WSP-MEP-HMB-AUXILIARY","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","WSP-MEP-HMB-AUXILIARY","WSP-MEP-HMB-AUXILIARY","8","10/9/2020 15:56:11"
"HKKWN200","WSP-HKU-KKLeung","WSP-HKU-KKLeung@wsp.com","WSP-HKU-KKLeung","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","SCTASK0299631","WSP-HKU-KKLeung","8","27/2/2023 9:29:44"
"HKKWN200","CN - Project - J21021 - EM(Apple Shop ZhengZhou)","WSPJ21021EM@WSPGroup.com.cn","CN - Project - J21021 - EM(Apple Shop ZhengZhou)",,,"CN - Project - J21021 - EM(Apple Shop ZhengZhou)","8","21/10/2016 18:59:40"
"HKKWN200","HK - Project - J2886 - CS(SSP_SK)","WSPJ2886CSSSP_SK@WSPGroup.com.hk","HK - Project - J2886 - CS(SSP_SK)",,,"HK - Project - J2886 - CS(SSP_SK)","8","21/10/2016 19:09:05"
"HKKWN200","WSPCSG-TamarExt-1-1802880388","WSPCSG-TamarExt@wsp.com","WSPCSG-TamarExt","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSPCSG-TamarExt","8","24/11/2021 10:05:03"
"HKKWN200","HK MEP 1 - PM","HK_MEP_1-PM@wsp.com","HK MEP 1 - PM","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK MEP 1 - PM","HK MEP 1 - PM","8","9/1/2018 15:10:44"
"HKKWN200","PB-2504233A","PB-2504233A@pbworld.com","PB-2504233A","CN=Chan\, Leung-Yiu (chan.ly),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PB-2504233A","8","11/2/2014 9:52:25"
"HKKWN200","Asia-PB-HKG-LotteWorldTower","Asia-PB-HKG-LotteWorldTower@pbworld.com","Asia-PB-HKG-LotteWorldTower",,,"Asia-PB-HKG-LotteWorldTower","8","13/3/2015 15:26:58"
"HKKWN200","Asia-TH-Staffs-for-EE","Asia-TH-Staffs-for-EE@pbworld.com","Asia-TH-Staffs-for-EE","CN=Fung\, Pat (fung.pat),OU=Disabled Users,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"Asia-TH-Staffs-for-EE","8","20/4/2015 16:04:46"
"HKKWN200","HK - Project - WH50236A - BS(STTL 601)","wspWH50236Abs@wspgroup.com.hk","HK - Project - WH50236A - BS(STTL 601)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK - Project - WH50236A - BS(STTL 601)","HK - Project - WH50236A - BS(STTL 601)","8","15/5/2017 11:59:18"
"HKKWN200","HK-MEPA-PM","HK-MEPA-PM@wsp.com","HK-MEPA-PM","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK-MEPA-PM","8","7/1/2025 12:14:05"
"HKKWN200","HK-TI-Office","HK-TI-Office@wsp.com","HK-TI-Office","CN=Yu\, Winnie (HKWY738585),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK-TI-Office","HK-TI-Office","8","5/1/2022 14:46:29"
"HKKWN200","HK - Hong Kong - All SUS Staff","HK-HongKong-AllSUSStaff@WSPGroup.com","HK - Hong Kong - All SUS Staff",,,"HK - Hong Kong - All SUS Staff","8","21/10/2016 19:03:46"
,"GLD_ASSOCIATES - Asia Group514382061546553","gld.ASSOCIATES-AsiaGroup@wsp.com","ASSOCIATES - Asia Group",,,"GLD - ASSOCIATES - Asia Group","-2147483640","16/10/2021 18:32:15"
"HKKWN200","WSP-STRC-WRFI","WSP-STRC-WRFI@wsp.com","WSP-STRC-WRFI","CN=Chan\, Ken (chan.cheukkit),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","WSP-STRC-WRFI","WSP-STRC-WRFI","8","5/8/2020 16:54:22"
"HKKWN200","WSP-2567A-ninatower","WSP-2567A-ninatower@wsp.com","WSP-2567A-ninatower",,"Please include below colleague in this group email

Leung, Eddie Sheung-Lai Eddie.Leung@wsp.com; 
Lee, Anson Siu-Lim Anson.Lee@wsp.com; 
Meng, Dan-Qing Dan-Qing.Meng@wsp.com
Yiu, Eddie Chung-Wai Eddie.Yiu@wsp.com; 
Lau, Danny Chi-Ho Danny.Lau@wsp.com; 
Chiu, Raymond Sin-Hung Raymond.Chiu@wsp.com; 
Leung, Roget Kwai-Hay Roget.Leung@wsp.com","WSP-2567A-ninatower","8","21/12/2022 16:03:29"
"HKKWN200","PB-EQX-HK5-Stage1-LDCS","PB-EQX-HK5-Stage1-LDCS@pbworld.com","PB-EQX-HK5-Stage1-LDCS","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","PB-EQX-HK5-Stage1-LDCS","PB-EQX-HK5-Stage1-LDCS","8","24/10/2016 8:59:31"
"HKKWN200","HK - Hong Kong - All CAD Staff","HK-HongKong-AllCADStaff@WSPGroup.com","HK - Hong Kong - All CAD Staff",,,"HK - Hong Kong - All CAD Staff","8","21/10/2016 19:03:13"
"HKKWN200","HK MEP 1A - E1S","HK-MEP-1A-E1S@wsp.com","HK MEP 1A - E1S","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK-MEP-1A-E1S","8","9/1/2020 14:56:09"
"HKKWN200","PGN-HK-member","PGN-HK-member@wsp.com","PGN-HK-member","CN=Tang\, Rose (Rose.Tang),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","PGN-HK-member","PGN-HK-member","8","16/5/2020 20:41:13"
"HKKWN200","HK MEP 1B - E5","HK_MEP_1B-E5@wsp.com","HK MEP 1B - E5","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK MEP 1B - E5","HK MEP 1A - E5","8","9/1/2018 15:23:32"
"HKKWN200","Asia-HKG-2501191A","Asia-HKG-2501191A@pbworld.com","Asia-HKG-2501191A","CN=Fung\, Pierra (fung.pierra),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"Asia-HKG-2501191A","8","24/10/2011 15:07:27"
"HKKWN200","HKG-2513143A","HKG-2513143A@wsp.com","HKG-2513143A","CN=Yeung\, Joyce (Joyce.Yeung),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HKG-2513143A","HKG-2513143A","8","21/4/2020 13:10:52"
"HKKWN200","PB-iAD-TDD-Inf","PB-iAD-TDD-Inf@pbworld.com","PB-iAD-TDD-Inf","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","PB-iAD-TDD-Inf","PB-iAD-TDD-Inf","8","9/12/2015 14:47:46"
"HKKWN200","WSP-STR-AIA-URBAN-CAMPUS","WSP-STR-AIA-URBAN-CAMPUS@wsp.com","WSP-STR-AIA-URBAN-CAMPUS",,"WSP-STR-AIA-URBAN-CAMPUS","WSP-STR-AIA-URBAN-CAMPUS","8","21/8/2018 9:09:46"
"HKKWN200","HK - Project - WH50244A - BS (Discovery Bay)","wspwh50244abs@wsp.com","HK - Project - WH50244A - BS (Discovery Bay)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK - Project - WH50244A - BS (Discovery Bay)","HK - Project - WH50244A - BS (Discovery Bay)","8","25/8/2017 15:24:06"
"HKKWN200","PB-MX-JM","PB-MX-JM@pbworld.com","PB-MX-JM","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","PB-MX-JM","PB-MX-JM","8","26/10/2015 12:11:54"
"HKKWN200","WSP-LagoNamVan","WSP-LagoNamVan@pbworld.com","WSP-LagoNamVan","CN=Chan\, Maverick (Chan.Maverick),OU=Disabled Users,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK - Project - WSP-LagoNamVan","WSP-LagoNamVan","8","6/9/2017 14:04:35"
"HKKWN200","CN - Project - WP63045A","WP63045A@wspgroup.com.cn","CN - Project - WP63045A",,,"CN - Project - WP63045A","8","21/10/2016 19:01:35"
"HKKWN200","CN - Project - J20716 - CS - 002(Tishman Suzhou)","WSPJ20716CS002@WSPGroup.com.cn","CN - Project - J20716 - CS - 002(Tishman Suzhou)",,,"CN - Project - J20716 - CS - 002(Tishman Suzhou)","8","21/10/2016 18:58:10"
"HKKWN200","CN - Project - J21388 - FC(Fuzhou MIXC)","WSPJ21388FC@WSPGroup.com.cn","CN - Project - J21388 - FC(Fuzhou MIXC)",,,"CN - Project - J21388 - FC(Fuzhou MIXC)","8","21/10/2016 19:01:18"
